Frame Number,standing_on_bed Probability (Yes),standing_on_bed Probability (No)
159,0.14877158403396606,0.9910122156143188
160,0.15866389870643616,0.9905169606208801
161,0.1626928299665451,0.9902897477149963
162,0.1696757674217224,0.9894758462905884
163,0.16764076054096222,0.989798903465271
164,0.16366931796073914,0.9903731346130371
165,0.16675251722335815,0.9902485013008118
166,0.16944563388824463,0.9900064468383789
167,0.1685648113489151,0.9897560477256775
168,0.17149433493614197,0.9894692897796631
169,0.1702694594860077,0.9899706244468689
170,0.1625756472349167,0.9907622933387756
171,0.16018986701965332,0.9908387064933777
172,0.1569357067346573,0.9911872744560242
173,0.15025503933429718,0.991746187210083
174,0.14675691723823547,0.992326021194458
175,0.14161942899227142,0.9926751255989075
176,0.13679011166095734,0.9930945634841919
177,0.1306782215833664,0.9933792352676392
178,0.1281224489212036,0.9934723377227783
179,0.12837453186511993,0.993313729763031
180,0.12384142726659775,0.9937480688095093
181,0.12081357091665268,0.9939215183258057
182,0.12187086790800095,0.9940962791442871
183,0.1173153668642044,0.9944739937782288
184,0.12534505128860474,0.9937580823898315
185,0.1260690540075302,0.9936142563819885
186,0.1289387345314026,0.9933574795722961
187,0.126687154173851,0.9935184121131897
188,0.12874889373779297,0.9934415817260742
189,0.12583805620670319,0.9937537312507629
190,0.13286371529102325,0.9932146072387695
191,0.13257358968257904,0.9933767914772034
192,0.12462182343006134,0.9940898418426514
193,0.12245825678110123,0.9940987825393677
194,0.12899601459503174,0.9933902025222778
195,0.12615595757961273,0.9936929941177368
196,0.1268702894449234,0.9939034581184387
197,0.13565370440483093,0.9930899739265442
198,0.14368148148059845,0.9925040006637573
199,0.13733609020709991,0.9929209351539612
200,0.13559457659721375,0.9930704236030579
201,0.13444118201732635,0.9930427074432373
202,0.13484208285808563,0.9929302334785461
203,0.14308582246303558,0.9920897483825684
204,0.15088601410388947,0.9912000298500061
205,0.14335966110229492,0.9917016625404358
206,0.14469030499458313,0.9915952086448669
207,0.1456705927848816,0.991572380065918
208,0.14707337319850922,0.9914283156394958
209,0.1404813677072525,0.992057740688324
210,0.13902617990970612,0.9925751686096191
211,0.14527034759521484,0.9917096495628357
212,0.14655058085918427,0.9915333390235901
213,0.13985711336135864,0.9920803904533386
214,0.13823051750659943,0.9920998215675354
215,0.13914909958839417,0.9923229217529297
216,0.1308874785900116,0.9927657842636108
217,0.1281515210866928,0.992965579032898
218,0.13651303946971893,0.992219090461731
219,0.1368892788887024,0.992013156414032
220,0.13608592748641968,0.9918915033340454
221,0.1412665843963623,0.9916573762893677
222,0.1396498829126358,0.9919143915176392
223,0.13830825686454773,0.9922839999198914
224,0.1371842920780182,0.9921586513519287
225,0.13785339891910553,0.992263913154602
226,0.1377604454755783,0.9923715591430664
227,0.13565132021903992,0.9925643801689148
228,0.1317926049232483,0.9926221370697021
229,0.12789681553840637,0.9930678606033325
230,0.12552230060100555,0.9932981133460999
231,0.13039202988147736,0.9928319454193115
232,0.12957526743412018,0.9929187893867493
233,0.13408797979354858,0.9925212264060974
234,0.14281901717185974,0.991834282875061
235,0.14565691351890564,0.9913451671600342
236,0.1430002748966217,0.9916287660598755
237,0.14415180683135986,0.991504967212677
238,0.14109794795513153,0.9917203187942505
239,0.15115316212177277,0.9906236529350281
240,0.1533268541097641,0.9901761412620544
241,0.1571931540966034,0.9898479580879211
242,0.15530037879943848,0.9901931285858154
243,0.15666329860687256,0.9895658493041992
244,0.1479792445898056,0.9900718927383423
245,0.15118145942687988,0.9897127151489258
246,0.15596522390842438,0.9889959096908569
247,0.15655972063541412,0.9893759489059448
248,0.15048748254776,0.9901865720748901
249,0.1516643762588501,0.9902433753013611
250,0.16335557401180267,0.9891616106033325
251,0.16718213260173798,0.9886035919189453
252,0.17492921650409698,0.987412691116333
253,0.17995589971542358,0.9870625138282776
254,0.1845388263463974,0.9865663647651672
255,0.18437349796295166,0.98655104637146
256,0.19046135246753693,0.985619306564331
257,0.18935254216194153,0.9857237935066223
258,0.18948912620544434,0.9859843850135803
259,0.19059418141841888,0.9861181378364563
260,0.18539713323116302,0.9868440628051758
261,0.1963399052619934,0.9854224920272827
262,0.2096014767885208,0.9834281802177429
263,0.21889522671699524,0.9814680218696594
264,0.23309515416622162,0.9793260097503662
265,0.23965583741664886,0.9783002734184265
266,0.23172079026699066,0.9797856211662292
267,0.2239750623703003,0.9809802174568176
268,0.2329072654247284,0.9798870086669922
269,0.23873330652713776,0.9790306687355042
270,0.2447744905948639,0.9778338670730591
271,0.23164288699626923,0.9794967174530029
272,0.23470783233642578,0.9787545800209045
273,0.22944684326648712,0.980154812335968
274,0.2339068204164505,0.9793968200683594
275,0.21918810904026031,0.981264591217041
276,0.22393622994422913,0.9816588759422302
277,0.2244126796722412,0.9814873933792114
278,0.22424842417240143,0.9818830490112305
279,0.2175014466047287,0.983182430267334
280,0.2047828584909439,0.9853394031524658
281,0.21655598282814026,0.9839805960655212
282,0.21244663000106812,0.9843645691871643
283,0.20578397810459137,0.9851736426353455
284,0.21871620416641235,0.9832590818405151
285,0.22279590368270874,0.9825407862663269
286,0.22695507109165192,0.9817295670509338
287,0.24159790575504303,0.9793651103973389
288,0.2365194857120514,0.9799625873565674
289,0.2463773936033249,0.9776303172111511
290,0.22937802970409393,0.9805280566215515
291,0.23916245996952057,0.9784895777702332
292,0.25685909390449524,0.9750478863716125
293,0.24955296516418457,0.9756615161895752
294,0.2383880317211151,0.9770574569702148
295,0.23688457906246185,0.9780117273330688
296,0.23161965608596802,0.979380190372467
297,0.21878930926322937,0.9813491702079773
298,0.22371569275856018,0.9804177284240723
299,0.2225232869386673,0.9815961718559265
300,0.22008337080478668,0.9819974303245544
301,0.21668580174446106,0.9821938276290894
302,0.21050624549388885,0.9830055832862854
303,0.2175268679857254,0.9817745685577393
304,0.2409266233444214,0.9789552688598633
305,0.24549657106399536,0.9779873490333557
306,0.24312293529510498,0.9794058203697205
307,0.24159790575504303,0.9800024032592773
308,0.2463826835155487,0.979072630405426
309,0.2456744760274887,0.978598952293396
310,0.2337789237499237,0.9797464609146118
311,0.24020007252693176,0.9765124320983887
312,0.22987763583660126,0.9786477088928223
313,0.22830338776111603,0.9791027903556824
314,0.22016951441764832,0.9806870818138123
315,0.20510491728782654,0.9835208654403687
316,0.20325471460819244,0.9839807152748108
317,0.2060837596654892,0.983014702796936
318,0.20025970041751862,0.9834834337234497
319,0.20289437472820282,0.9824972748756409
320,0.1995619833469391,0.9826444983482361
321,0.19968490302562714,0.982344388961792
322,0.19426274299621582,0.9844637513160706
323,0.20056933164596558,0.9836395382881165
324,0.207027405500412,0.9830752015113831
325,0.21756958961486816,0.9815834164619446
326,0.2169848382472992,0.9817442297935486
327,0.22625671327114105,0.9804332256317139
328,0.22019387781620026,0.9813128709793091
329,0.21978767216205597,0.9806659817695618
330,0.20112048089504242,0.9838042855262756
331,0.20558597147464752,0.9836322665214539
332,0.21193282306194305,0.9824888706207275
333,0.21805664896965027,0.9816221594810486
334,0.22333240509033203,0.9810051321983337
335,0.23519030213356018,0.980742335319519
336,0.22114251554012299,0.9824480414390564
337,0.22712063789367676,0.9811925888061523
338,0.21897362172603607,0.9823827743530273
339,0.22162988781929016,0.9813399910926819
340,0.23038603365421295,0.9800399541854858
341,0.23261599242687225,0.9801046848297119
342,0.24631060659885406,0.9773249626159668
343,0.23292045295238495,0.9793602228164673
344,0.2461785525083542,0.9767530560493469
345,0.25545573234558105,0.975674033164978
346,0.24104370176792145,0.9783380627632141
347,0.2212585210800171,0.9820384979248047
348,0.21320918202400208,0.9830641150474548
349,0.2113339900970459,0.983604371547699
350,0.22477267682552338,0.9809224009513855
351,0.208907812833786,0.9834854006767273
352,0.19526419043540955,0.985209047794342
353,0.19620844721794128,0.9850580096244812
354,0.1853913962841034,0.9864137172698975
355,0.18805669248104095,0.9860560894012451
356,0.18892763555049896,0.9857349991798401
357,0.18000859022140503,0.986976683139801
358,0.17679691314697266,0.9873787760734558
359,0.17848412692546844,0.9874273538589478
360,0.18157103657722473,0.9869430065155029
361,0.17928145825862885,0.987301230430603
362,0.17486725747585297,0.9879859089851379
363,0.17913997173309326,0.9873752593994141
364,0.18277917802333832,0.9868102073669434
365,0.16934318840503693,0.9891213774681091
366,0.16877050697803497,0.9891652464866638
367,0.1737671047449112,0.9885451197624207
368,0.1718967705965042,0.9887958765029907
369,0.17568346858024597,0.9880802035331726
370,0.1747778058052063,0.9881412982940674
371,0.18778923153877258,0.9861051440238953
372,0.2015194296836853,0.9838830828666687
373,0.21968278288841248,0.9806187748908997
374,0.2224683314561844,0.9809174537658691
375,0.22360889613628387,0.9805393218994141
376,0.22732014954090118,0.9795793294906616
377,0.24024498462677002,0.9772142171859741
378,0.2257995754480362,0.9796442985534668
379,0.22407959401607513,0.979722797870636
380,0.22778426110744476,0.978644847869873
381,0.22108297049999237,0.9801934361457825
382,0.22305235266685486,0.9796754121780396
383,0.2199307233095169,0.9798086285591125
384,0.2122216671705246,0.9814203381538391
385,0.20563365519046783,0.9824156761169434
386,0.20334982872009277,0.9828920364379883
387,0.21772363781929016,0.9807071685791016
388,0.21900467574596405,0.9805423021316528
389,0.2289678007364273,0.9791582226753235
390,0.23745650053024292,0.9772903919219971
391,0.22814463078975677,0.9788177609443665
392,0.24224574863910675,0.9765040278434753
393,0.2464737892150879,0.9761396050453186
394,0.27674123644828796,0.9693334698677063
395,0.2860529124736786,0.9666886329650879
396,0.28342878818511963,0.9667014479637146
397,0.267643004655838,0.9713765978813171
398,0.22662463784217834,0.9797970652580261
399,0.27523696422576904,0.9677809476852417
400,0.28358328342437744,0.9644217491149902
401,0.2888908386230469,0.9629051089286804
402,0.2797594964504242,0.9648492932319641
403,0.264140784740448,0.9689695835113525
404,0.261741578578949,0.9695343375205994
405,0.27094218134880066,0.9672738313674927
406,0.2701842188835144,0.9674201011657715
407,0.2662144899368286,0.9685482382774353
408,0.268757700920105,0.9685258865356445
409,0.25027167797088623,0.972847044467926
410,0.22371448576450348,0.9782761931419373
411,0.19484733045101166,0.9839645624160767
412,0.19118119776248932,0.9848894476890564
413,0.20220385491847992,0.9832320213317871
414,0.21398895978927612,0.9801796674728394
415,0.22281312942504883,0.978335440158844
416,0.22947891056537628,0.9766119122505188
417,0.22757694125175476,0.9768641591072083
418,0.22581280767917633,0.9770445823669434
419,0.23457150161266327,0.9748374819755554
420,0.23754453659057617,0.9741312861442566
421,0.2330077737569809,0.975361704826355
422,0.24475330114364624,0.9722164273262024
423,0.24210476875305176,0.973466694355011
424,0.2238462120294571,0.978161096572876
425,0.22312003374099731,0.9782596826553345
426,0.2209569811820984,0.9785969257354736
427,0.21398822963237762,0.979678750038147
428,0.22864937782287598,0.9765607714653015
429,0.22914372384548187,0.975969135761261
430,0.23439675569534302,0.9747287034988403
431,0.23490610718727112,0.9742377400398254
432,0.22500549256801605,0.97617506980896
433,0.22670899331569672,0.9757983088493347
434,0.23133470118045807,0.9755826592445374
435,0.23309603333473206,0.9752225875854492
436,0.23212763667106628,0.9755379557609558
437,0.22896847128868103,0.9762855768203735
438,0.22370515763759613,0.9771894812583923
439,0.21129369735717773,0.9796898365020752
440,0.1981806457042694,0.9824768304824829
441,0.15451835095882416,0.989543080329895
442,0.14941592514514923,0.9904856085777283
443,0.13798709213733673,0.9916380047798157
444,0.13597814738750458,0.9919523596763611
445,0.1443331241607666,0.9909020066261292
446,0.16732671856880188,0.9872087836265564
447,0.15238699316978455,0.9896088242530823
448,0.16132019460201263,0.9882275462150574
449,0.17864803969860077,0.98514324426651
450,0.1742783784866333,0.986213207244873
451,0.18474015593528748,0.9835900664329529
452,0.17577321827411652,0.9855959415435791
453,0.18650934100151062,0.9830522537231445
454,0.19261114299297333,0.9820336699485779
455,0.212825208902359,0.9786682724952698
456,0.20693339407444,0.9792028069496155
457,0.2070804387331009,0.9787412285804749
458,0.20056429505348206,0.979945719242096
459,0.20071996748447418,0.9799250364303589
460,0.20801566541194916,0.9787532091140747
461,0.21023350954055786,0.9807361364364624
462,0.2122865468263626,0.980506420135498
463,0.22339653968811035,0.9776796698570251
464,0.22261367738246918,0.9774741530418396
465,0.2204204499721527,0.9773269295692444
466,0.223215252161026,0.9764096736907959
467,0.23089435696601868,0.9751835465431213
468,0.2350444346666336,0.9746791124343872
469,0.2315504103899002,0.9758197069168091
470,0.23822474479675293,0.9753251671791077
471,0.24138706922531128,0.9743000864982605
472,0.2268957942724228,0.9765106439590454
473,0.21575215458869934,0.9779714941978455
474,0.21891549229621887,0.9771949648857117
475,0.22175322473049164,0.9761340618133545
476,0.21058757603168488,0.9781848192214966
477,0.207167848944664,0.978532075881958
478,0.20374657213687897,0.9789226055145264
479,0.20779457688331604,0.9785135984420776
480,0.19765694439411163,0.9803644418716431
481,0.2010568529367447,0.9800232648849487
482,0.20296402275562286,0.9799230694770813
483,0.2081153690814972,0.979303240776062
484,0.21696558594703674,0.9781198501586914
485,0.2275005578994751,0.9764612913131714
486,0.22694553434848785,0.977425217628479
487,0.22884324193000793,0.9766794443130493
488,0.22136829793453217,0.9779525399208069
489,0.20657497644424438,0.9800033569335938
490,0.19005677103996277,0.9829944372177124
491,0.19528509676456451,0.9818853735923767
492,0.1744776964187622,0.9857805371284485
493,0.16644275188446045,0.9870993494987488
494,0.15716193616390228,0.9886348247528076
495,0.16683048009872437,0.9866369366645813
496,0.17170901596546173,0.9862043857574463
497,0.1903832107782364,0.9824597835540771
498,0.18258333206176758,0.9838003516197205
499,0.19752435386180878,0.9801960587501526
500,0.22174766659736633,0.9751046895980835
501,0.23668386042118073,0.9730839133262634
502,0.22260117530822754,0.9772451519966125
503,0.21346068382263184,0.9792906045913696
504,0.1931024044752121,0.9828638434410095
505,0.19450654089450836,0.98311448097229
506,0.19534775614738464,0.9827623963356018
507,0.197177454829216,0.9827108979225159
508,0.20434658229351044,0.9813699722290039
509,0.23362433910369873,0.9758816957473755
510,0.23959359526634216,0.9748504757881165
511,0.2455737292766571,0.9744288921356201
512,0.24605675041675568,0.9744154214859009
513,0.24553048610687256,0.9759014844894409
514,0.24156948924064636,0.9764050245285034
515,0.2712100148200989,0.9703544974327087
516,0.2841600775718689,0.9665457606315613
517,0.2801433801651001,0.9676743149757385
518,0.2798457443714142,0.9677667617797852
519,0.28848084807395935,0.9656530618667603
520,0.2943890690803528,0.9646413326263428
521,0.3073858916759491,0.9615614414215088
522,0.3006690442562103,0.9629033803939819
523,0.29907456040382385,0.9630446434020996
524,0.30459457635879517,0.9618965983390808
525,0.28586846590042114,0.9666897654533386
526,0.30835092067718506,0.9612982869148254
527,0.31329160928726196,0.959888219833374
528,0.32716208696365356,0.9563839435577393
529,0.32703593373298645,0.9568204879760742
530,0.33539775013923645,0.9549150466918945
531,0.3098123371601105,0.9607129096984863
532,0.3155212998390198,0.9593968391418457
533,0.31866979598999023,0.9578245282173157
534,0.3118976950645447,0.9597194194793701
535,0.31484609842300415,0.9589205384254456
536,0.30613574385643005,0.9617100358009338
537,0.3293262720108032,0.9546785950660706
538,0.3314664959907532,0.9546166658401489
539,0.3360934555530548,0.9528695344924927
540,0.33983972668647766,0.9525167942047119
541,0.3365463316440582,0.9528250694274902
542,0.33261170983314514,0.9542543888092041
543,0.31650593876838684,0.9581983685493469
544,0.3355209529399872,0.9542784094810486
545,0.32852375507354736,0.9560027718544006
546,0.32893848419189453,0.9563462138175964
547,0.31425943970680237,0.9602310061454773
548,0.3073102831840515,0.96199631690979
549,0.30071642994880676,0.9644259810447693
550,0.2977364659309387,0.9659000039100647
551,0.3052577078342438,0.9648043513298035
552,0.3039133846759796,0.9630984663963318
553,0.2803019881248474,0.9696587324142456
554,0.2705027759075165,0.9714282155036926
555,0.2602844834327698,0.9740220308303833
556,0.26749342679977417,0.9727923274040222
557,0.2754112482070923,0.9717715382575989
558,0.28222981095314026,0.9712778329849243
559,0.31998515129089355,0.9627905488014221
560,0.3252860903739929,0.960845410823822
561,0.3445921242237091,0.9550346732139587
562,0.32939162850379944,0.9587020874023438
563,0.3391686677932739,0.9539457559585571
564,0.3324761986732483,0.9541445374488831
565,0.3303873538970947,0.9530767798423767
566,0.30547425150871277,0.9595829844474792
567,0.31502819061279297,0.9564962387084961
568,0.31365448236465454,0.9569039940834045
569,0.33628731966018677,0.9525547623634338
570,0.34783488512039185,0.9517184495925903
571,0.37092065811157227,0.9460612535476685
572,0.3575873374938965,0.9460843205451965
573,0.3412366807460785,0.950231671333313
574,0.3236500322818756,0.9547696709632874
575,0.34106162190437317,0.9499273300170898
576,0.3144136667251587,0.9586663842201233
577,0.3191748261451721,0.9581719636917114
578,0.3248004615306854,0.9577564001083374
579,0.29103124141693115,0.968298614025116
580,0.266846626996994,0.9743413925170898
581,0.27318787574768066,0.9728270769119263
582,0.24067296087741852,0.9787988662719727
583,0.2256823182106018,0.9817011952400208
584,0.208566352725029,0.9836723208427429
585,0.25182151794433594,0.9758067727088928
586,0.2226557731628418,0.980459451675415
587,0.2167365998029709,0.9811059832572937
588,0.18183593451976776,0.9869481325149536
589,0.16763292253017426,0.9888338446617126
590,0.17247869074344635,0.9880244135856628
591,0.23545320332050323,0.9781979322433472
592,0.20279981195926666,0.9835794568061829
593,0.18327449262142181,0.9877930283546448
594,0.19636055827140808,0.9860593676567078
595,0.18014846742153168,0.988260805606842
596,0.2001737803220749,0.9846579432487488
597,0.23002664744853973,0.9804070591926575
598,0.24453873932361603,0.9776881337165833
599,0.2399512678384781,0.9792852997779846
600,0.24341025948524475,0.9792140126228333
601,0.22453409433364868,0.98233562707901
602,0.19417259097099304,0.9870861768722534
603,0.234494149684906,0.979953408241272
604,0.2348024547100067,0.9802879095077515
605,0.22670584917068481,0.9813829064369202
606,0.20433306694030762,0.9846024513244629
607,0.20896810293197632,0.9845694899559021
608,0.21181899309158325,0.9847621917724609
609,0.2360830307006836,0.9807077050209045
610,0.24957796931266785,0.9782713055610657
611,0.2596997618675232,0.9760377407073975
612,0.2569526135921478,0.9756020903587341
613,0.2481476068496704,0.9777973890304565
614,0.24225671589374542,0.9780945181846619
615,0.24580399692058563,0.9777939915657043
616,0.24786408245563507,0.9780735373497009
617,0.25079023838043213,0.9767025113105774
618,0.24311666190624237,0.9782046675682068
619,0.23103772103786469,0.9800934195518494
620,0.22655567526817322,0.981691300868988
621,0.23315167427062988,0.980647623538971
622,0.23783144354820251,0.9798253178596497
623,0.24948503077030182,0.9781257510185242
624,0.2607989013195038,0.9766828417778015
625,0.27289676666259766,0.9749540686607361
626,0.2662740647792816,0.9768912196159363
627,0.2981293201446533,0.9695935249328613
628,0.2814693748950958,0.9727997779846191
629,0.2832777500152588,0.9718471765518188
630,0.2833408713340759,0.9715009927749634
631,0.2820981442928314,0.97139972448349
632,0.2712642550468445,0.9742188453674316
633,0.2669287919998169,0.975023627281189
634,0.24580451846122742,0.9789534211158752
635,0.249749556183815,0.9786078333854675
636,0.2535025477409363,0.9780604243278503
637,0.2699376046657562,0.9757689833641052
638,0.26747891306877136,0.9763493537902832
639,0.266315221786499,0.9763363599777222
640,0.2640345096588135,0.9758407473564148
641,0.2507035732269287,0.9789567589759827
642,0.23731672763824463,0.9811999201774597
643,0.22987249493598938,0.9824609160423279
644,0.2293531447649002,0.9824582934379578
645,0.23997411131858826,0.9805748462677002
646,0.23820249736309052,0.9805095195770264
647,0.22830164432525635,0.9821814894676208
648,0.2506289482116699,0.9786694049835205
649,0.26204895973205566,0.9776951670646667
650,0.32010653614997864,0.9669272303581238
651,0.3260738253593445,0.9659879803657532
652,0.32937878370285034,0.9644917249679565
653,0.3450392186641693,0.962208092212677
654,0.38883644342422485,0.9506046772003174
655,0.39251309633255005,0.948735773563385
656,0.4166988432407379,0.9447727799415588
657,0.4600716531276703,0.9289015531539917
658,0.4526555836200714,0.9294852614402771
659,0.4727543592453003,0.9215573072433472
660,0.44195127487182617,0.9314283728599548
661,0.4408409297466278,0.9302799701690674
662,0.42127668857574463,0.9343704581260681
663,0.40270575881004333,0.9429509043693542
664,0.38556012511253357,0.9476737380027771
665,0.35952529311180115,0.9567374587059021
666,0.3440694212913513,0.9605125784873962
667,0.36496707797050476,0.9557563066482544
668,0.35468319058418274,0.957514226436615
669,0.3269032835960388,0.9633054137229919
670,0.31541261076927185,0.964267909526825
671,0.3044116795063019,0.9653821587562561
672,0.27522513270378113,0.9715767502784729
673,0.26956310868263245,0.9728794097900391
674,0.27307558059692383,0.9721786975860596
675,0.26837286353111267,0.9726625084877014
676,0.2585190236568451,0.9748578667640686
677,0.25788068771362305,0.9752596616744995
678,0.26518696546554565,0.9736860394477844
679,0.2803386449813843,0.9701953530311584
680,0.28532421588897705,0.9692306518554688
681,0.307296484708786,0.9644894003868103
682,0.3073653280735016,0.9654839038848877
683,0.3210209906101227,0.9621760845184326
684,0.3263098895549774,0.9616737365722656
685,0.31002116203308105,0.9666590094566345
686,0.29219064116477966,0.9708479642868042
687,0.29068267345428467,0.9704809188842773
688,0.28887611627578735,0.9700071215629578
689,0.30285394191741943,0.9673882126808167
690,0.2798559367656708,0.971389651298523
691,0.30109572410583496,0.9687877297401428
692,0.30461475253105164,0.968689501285553
693,0.290310263633728,0.9695620536804199
694,0.29706433415412903,0.9681832790374756
695,0.30734479427337646,0.9644947052001953
696,0.31078585982322693,0.9632750153541565
697,0.2936229407787323,0.9678606390953064
698,0.2603197991847992,0.9733387231826782
699,0.2539682984352112,0.9740704298019409
