Frame Number,standing_on_bed Probability (Yes),standing_on_bed Probability (No)
700,0.2661197781562805,0.9714255332946777
701,0.256416380405426,0.9727485775947571
702,0.24244576692581177,0.9765607714653015
703,0.2515975534915924,0.9741288423538208
704,0.25720223784446716,0.9731382131576538
705,0.2539356052875519,0.9735156297683716
706,0.22993691265583038,0.9778813123703003
707,0.23117080330848694,0.9785943031311035
708,0.20903345942497253,0.9821927547454834
709,0.21396884322166443,0.9816646575927734
710,0.21432262659072876,0.9813866019248962
711,0.23113363981246948,0.9787136912345886
712,0.22990822792053223,0.9790728688240051
713,0.2365715652704239,0.9782851338386536
714,0.23290638625621796,0.9792882800102234
715,0.2340453565120697,0.9802324771881104
716,0.24925750494003296,0.9778553247451782
717,0.2588050961494446,0.9774801135063171
718,0.26229462027549744,0.9777210354804993
719,0.25881069898605347,0.9792932271957397
720,0.23673617839813232,0.9827257394790649
721,0.2503746449947357,0.9804988503456116
722,0.2601068615913391,0.9781875610351562
723,0.2690407633781433,0.9776251316070557
724,0.25688156485557556,0.9791707992553711
725,0.2720942795276642,0.9773706197738647
726,0.2380158007144928,0.9817526340484619
727,0.2469174712896347,0.9804408550262451
728,0.24115371704101562,0.9801042079925537
729,0.21981075406074524,0.9826462268829346
730,0.2250012755393982,0.9829262495040894
731,0.2062520980834961,0.9860309362411499
732,0.21877145767211914,0.984887421131134
733,0.22122257947921753,0.9844939112663269
734,0.22353403270244598,0.9840083122253418
735,0.22730733454227448,0.9839476346969604
736,0.2363688051700592,0.9827092885971069
737,0.22595995664596558,0.9835214614868164
738,0.22444632649421692,0.9837552309036255
739,0.2351849526166916,0.9821304678916931
740,0.2543187737464905,0.9789844155311584
741,0.25144022703170776,0.979557454586029
742,0.2644582986831665,0.9777957797050476
743,0.2598343789577484,0.9783974885940552
744,0.2572133243083954,0.9786302447319031
745,0.2349110096693039,0.981979489326477
746,0.23240934312343597,0.9825736880302429
747,0.21590350568294525,0.9835993051528931
748,0.22043754160404205,0.9836187958717346
749,0.2098836898803711,0.9855599403381348
750,0.19609248638153076,0.9870502948760986
751,0.19400383532047272,0.9873314499855042
752,0.20597320795059204,0.9854743480682373
753,0.21053071320056915,0.9846876263618469
754,0.21661007404327393,0.9835144281387329
755,0.21725647151470184,0.9834476709365845
756,0.20493316650390625,0.9853208661079407
757,0.19895042479038239,0.9863487482070923
758,0.221368670463562,0.9838966131210327
759,0.21765685081481934,0.9853282570838928
760,0.2278076857328415,0.9836888313293457
761,0.22416745126247406,0.9845492839813232
762,0.2248552441596985,0.9847091436386108
763,0.22328679263591766,0.9849017262458801
764,0.2256835252046585,0.9846944212913513
765,0.2263043075799942,0.9846979379653931
766,0.23161093890666962,0.984071671962738
767,0.23085759580135345,0.9839534759521484
768,0.2375079244375229,0.9832278490066528
769,0.2255495935678482,0.9849180579185486
770,0.22208431363105774,0.9853639006614685
771,0.23364748060703278,0.983482837677002
772,0.22646309435367584,0.9842071533203125
773,0.21331579983234406,0.9854668378829956
774,0.21369479596614838,0.9855380058288574
775,0.21694201231002808,0.985451340675354
776,0.2138621211051941,0.9859750866889954
777,0.2165294736623764,0.9855828285217285
778,0.2205420434474945,0.9851905703544617
779,0.2219642549753189,0.985325038433075
780,0.22231577336788177,0.9851505160331726
781,0.22170397639274597,0.9850249886512756
782,0.225541353225708,0.9846395254135132
783,0.23704400658607483,0.9832446575164795
784,0.22573286294937134,0.9845709204673767
785,0.21269869804382324,0.986173152923584
786,0.20787431299686432,0.986977756023407
787,0.1962319165468216,0.9882189035415649
788,0.19273509085178375,0.9883452653884888
789,0.18954670429229736,0.98870849609375
790,0.19229649007320404,0.9883622527122498
791,0.18444211781024933,0.9887646436691284
792,0.19118303060531616,0.9881574511528015
793,0.17871345579624176,0.9894760847091675
794,0.17776082456111908,0.9898173213005066
795,0.16117307543754578,0.9913139939308167
