Frame Number,sleeping Probability (Yes),sleeping Probability (No)
159,0.12527412176132202,0.9873995780944824
160,0.12177683413028717,0.9880881905555725
161,0.12864282727241516,0.9870917797088623
162,0.13410572707653046,0.9861078262329102
163,0.13290934264659882,0.9862749576568604
164,0.12697146832942963,0.9872514009475708
165,0.12620021402835846,0.9874855875968933
166,0.11733445525169373,0.988819420337677
167,0.11501983553171158,0.9891892671585083
168,0.11260960251092911,0.9895933866500854
169,0.11422721296548843,0.9895184636116028
170,0.1142294779419899,0.9894466400146484
171,0.1175999790430069,0.9889808893203735
172,0.11071812361478806,0.9900532364845276
173,0.11309632658958435,0.9897816181182861
174,0.10833654552698135,0.9906230568885803
175,0.10381586104631424,0.9912159442901611
176,0.09950871020555496,0.9918864369392395
177,0.10045140236616135,0.9917131662368774
178,0.10333817452192307,0.9911767244338989
179,0.10321761667728424,0.9911378026008606
180,0.09912577271461487,0.9916159510612488
181,0.09726281464099884,0.9919266700744629
182,0.09485592693090439,0.9923887848854065
183,0.0904315710067749,0.9928929209709167
184,0.09097939729690552,0.9928653240203857
185,0.08694002777338028,0.9933618307113647
186,0.09731893241405487,0.9920834302902222
187,0.10207312554121017,0.9913759827613831
188,0.10800296813249588,0.99068284034729
189,0.10734444111585617,0.9908010363578796
190,0.11013355106115341,0.9903811812400818
191,0.10622971504926682,0.9910011887550354
192,0.10634872317314148,0.9909065961837769
193,0.10654819756746292,0.9908158779144287
194,0.12026545405387878,0.9885193705558777
195,0.1270383596420288,0.9875263571739197
196,0.13033676147460938,0.9870858788490295
197,0.13057000935077667,0.9871841073036194
198,0.14096783101558685,0.9855753183364868
199,0.1410045027732849,0.9852015376091003
200,0.15933431684970856,0.981563925743103
201,0.16061806678771973,0.9812824726104736
202,0.18737752735614777,0.9749228954315186
203,0.20956090092658997,0.9690268039703369
204,0.22420810163021088,0.9647868275642395
205,0.2416209578514099,0.9589678645133972
206,0.249000683426857,0.9563396573066711
207,0.24061961472034454,0.9581339955329895
208,0.23207972943782806,0.961064338684082
209,0.20115259289741516,0.9704568982124329
210,0.2109994739294052,0.9678995013237
211,0.2011721432209015,0.969872772693634
212,0.21310000121593475,0.9658274054527283
213,0.20835021138191223,0.9664266109466553
214,0.21464107930660248,0.964695930480957
215,0.20752239227294922,0.966517448425293
216,0.21906699240207672,0.961931049823761
217,0.2374609410762787,0.9546114206314087
218,0.24044206738471985,0.953788161277771
219,0.24340972304344177,0.9519787430763245
220,0.2588157057762146,0.9448856711387634
221,0.2552163004875183,0.947685718536377
222,0.24132756888866425,0.9545860290527344
223,0.24165603518486023,0.9544299840927124
224,0.23609887063503265,0.9557458162307739
225,0.26031315326690674,0.9466415047645569
226,0.24474361538887024,0.9533764719963074
227,0.2656918168067932,0.944568395614624
228,0.26222288608551025,0.9457151889801025
229,0.27471157908439636,0.939927339553833
230,0.28937700390815735,0.9331050515174866
231,0.28535711765289307,0.9359416365623474
232,0.2707583010196686,0.9428725838661194
233,0.28338849544525146,0.9380794167518616
234,0.25495874881744385,0.9513034224510193
235,0.27317288517951965,0.9438058733940125
236,0.2851390838623047,0.9380846619606018
237,0.2927112281322479,0.9344165921211243
238,0.28239354491233826,0.9386027455329895
239,0.27375850081443787,0.9430964589118958
240,0.2527615427970886,0.951287567615509
241,0.25066155195236206,0.9527161717414856
242,0.2393079698085785,0.9560331702232361
243,0.2117421180009842,0.9653262495994568
244,0.20508909225463867,0.9665061831474304
245,0.2016943395137787,0.9679492115974426
246,0.19219735264778137,0.9711316227912903
247,0.18546973168849945,0.9732488393783569
248,0.1734834909439087,0.9759472012519836
249,0.17070730030536652,0.9765850901603699
250,0.1565115600824356,0.9798694849014282
251,0.14935408532619476,0.9814653396606445
252,0.15573184192180634,0.9799111485481262
253,0.15319618582725525,0.9801231026649475
254,0.15647441148757935,0.9795913696289062
255,0.15568901598453522,0.979556679725647
256,0.16251014173030853,0.9774686694145203
257,0.16350685060024261,0.9769355058670044
258,0.16084825992584229,0.9778755903244019
259,0.1561262011528015,0.9787788987159729
260,0.14958178997039795,0.9794522523880005
261,0.15335515141487122,0.9780145883560181
262,0.15038931369781494,0.9784622192382812
263,0.14011694490909576,0.9812660813331604
264,0.1494561731815338,0.9791820049285889
265,0.13599742949008942,0.9827057123184204
266,0.1368555724620819,0.9828977584838867
267,0.12772592902183533,0.9851589798927307
268,0.12470458447933197,0.986017644405365
269,0.12436115741729736,0.9863132238388062
270,0.12988650798797607,0.9852547645568848
271,0.11705010384321213,0.987525463104248
272,0.11448371410369873,0.9881836771965027
273,0.10358548909425735,0.990156888961792
274,0.10776316374540329,0.9895492792129517
275,0.10839138925075531,0.9893830418586731
276,0.11455076187849045,0.9883666634559631
277,0.11326233297586441,0.9888005256652832
278,0.11652375012636185,0.9884689450263977
279,0.11055289953947067,0.9896961450576782
280,0.10841669142246246,0.9901872277259827
281,0.10706116259098053,0.990443766117096
282,0.10486254096031189,0.9907342195510864
283,0.10425940901041031,0.9907320141792297
284,0.10434554517269135,0.9906953573226929
285,0.1073613166809082,0.990260660648346
286,0.1175776943564415,0.9883242845535278
287,0.12813079357147217,0.9865911602973938
288,0.12817129492759705,0.9862959980964661
289,0.13436593115329742,0.9845676422119141
290,0.12918473780155182,0.9857514500617981
291,0.1383679062128067,0.9839046597480774
292,0.1443309634923935,0.9823172092437744
293,0.14477600157260895,0.9816283583641052
294,0.14128535985946655,0.9820840954780579
295,0.14284999668598175,0.9818806648254395
296,0.13854752480983734,0.9831299185752869
297,0.11260098963975906,0.9878068566322327
298,0.11090502887964249,0.988331139087677
299,0.10653753578662872,0.9894194602966309
300,0.11696452647447586,0.9874464273452759
301,0.11297544836997986,0.9881349802017212
302,0.12579260766506195,0.9855670928955078
303,0.13512280583381653,0.9837004542350769
304,0.14581181108951569,0.9809824824333191
305,0.16303451359272003,0.9760946035385132
306,0.16221100091934204,0.9765729308128357
307,0.16423657536506653,0.9769213795661926
308,0.18472591042518616,0.9720872044563293
309,0.17255301773548126,0.9739714860916138
310,0.17248067259788513,0.9749080538749695
311,0.17365601658821106,0.9735007286071777
312,0.1730313003063202,0.9731078147888184
313,0.17481249570846558,0.9718906879425049
314,0.16578523814678192,0.9738829731941223
315,0.16372030973434448,0.9746422171592712
316,0.15006302297115326,0.9786443710327148
317,0.15721316635608673,0.9766035079956055
318,0.15608491003513336,0.9762875437736511
319,0.16149461269378662,0.9746108055114746
320,0.15039882063865662,0.9780572056770325
321,0.1333128958940506,0.9824563264846802
322,0.1279466152191162,0.9838430881500244
323,0.13037829101085663,0.9837023019790649
324,0.12361425906419754,0.9855660796165466
325,0.12431374192237854,0.9853368401527405
326,0.1341187059879303,0.9830335974693298
327,0.13572463393211365,0.9826823472976685
328,0.129897803068161,0.984017550945282
329,0.13283027708530426,0.9833295345306396
330,0.1193966493010521,0.9863796830177307
331,0.1277594268321991,0.9852083921432495
332,0.1285349726676941,0.9849053025245667
333,0.13081932067871094,0.9844161868095398
334,0.1375250220298767,0.9834572672843933
335,0.1335354596376419,0.9851948618888855
336,0.13303865492343903,0.9852171540260315
337,0.13223598897457123,0.9850157499313354
338,0.12326188385486603,0.9865449070930481
339,0.13282400369644165,0.9844796061515808
340,0.1331113874912262,0.9845942258834839
341,0.12086102366447449,0.9872133135795593
342,0.12275958061218262,0.9869709014892578
343,0.13765735924243927,0.9840280413627625
344,0.12285047769546509,0.9870142936706543
345,0.11767499893903732,0.9880155920982361
346,0.12181185930967331,0.9873177409172058
347,0.13036702573299408,0.9857902526855469
348,0.12243213504552841,0.9871264100074768
349,0.11195989698171616,0.9889236092567444
350,0.10502829402685165,0.9900879263877869
351,0.11364124715328217,0.9886136054992676
352,0.10614128410816193,0.9898340702056885
353,0.11130941659212112,0.989045262336731
354,0.11238729953765869,0.9888801574707031
355,0.12421262264251709,0.9868099689483643
356,0.127905011177063,0.9861456751823425
357,0.13512156903743744,0.9847203493118286
358,0.13193918764591217,0.9854353666305542
359,0.14081081748008728,0.9837393164634705
360,0.14890073239803314,0.9821889996528625
361,0.15098552405834198,0.9817901253700256
362,0.14285849034786224,0.9834342002868652
363,0.13235610723495483,0.9857975840568542
364,0.13021314144134521,0.9864379167556763
365,0.11502531170845032,0.98915696144104
366,0.12037204205989838,0.9881614446640015
367,0.12118732184171677,0.9881435036659241
368,0.12167489528656006,0.9880303740501404
369,0.12695430219173431,0.9871132969856262
370,0.127547949552536,0.9868769645690918
371,0.12483108788728714,0.9873944520950317
372,0.12325911223888397,0.9875330924987793
373,0.12540777027606964,0.9871253371238708
374,0.11761776357889175,0.9884650707244873
375,0.11435571312904358,0.9889857769012451
376,0.10992103815078735,0.9897796511650085
377,0.1005537211894989,0.9912500381469727
378,0.10605122894048691,0.990358293056488
379,0.10573183000087738,0.9904980063438416
380,0.10832129418849945,0.9898953437805176
381,0.10956587642431259,0.9897361993789673
382,0.11880773305892944,0.9881832003593445
383,0.12916962802410126,0.9864497780799866
384,0.1279963254928589,0.9866327047348022
385,0.12579785287380219,0.9868887662887573
386,0.11927667260169983,0.9879739284515381
387,0.11550822108983994,0.9887089133262634
388,0.10988691449165344,0.9896557331085205
389,0.11199188977479935,0.9892860054969788
390,0.11403363943099976,0.9889077544212341
391,0.11663230508565903,0.9884675145149231
392,0.12144269049167633,0.987657904624939
393,0.12537358701229095,0.987092912197113
394,0.1339610368013382,0.9857186675071716
395,0.1381753534078598,0.9848412871360779
396,0.14450030028820038,0.9834677577018738
397,0.15998727083206177,0.9807507395744324
398,0.1749618798494339,0.9770100116729736
399,0.18599095940589905,0.9736934900283813
400,0.17584653198719025,0.9759509563446045
401,0.1811148226261139,0.9748010039329529
402,0.17121092975139618,0.9770836234092712
403,0.15594972670078278,0.9808357954025269
404,0.14473946392536163,0.9833669662475586
405,0.14582520723342896,0.9834858179092407
406,0.13999108970165253,0.9848419427871704
407,0.14269478619098663,0.9845256209373474
408,0.15098483860492706,0.9830095171928406
409,0.16178755462169647,0.9808608889579773
410,0.1666620671749115,0.9799746870994568
411,0.1629098653793335,0.9807488918304443
412,0.15918637812137604,0.9818199872970581
413,0.1585923582315445,0.9822596907615662
414,0.16943107545375824,0.9796854853630066
415,0.16308759152889252,0.9811912178993225
416,0.16428989171981812,0.9807630777359009
417,0.159482941031456,0.981808602809906
418,0.1701965481042862,0.9791918396949768
419,0.17768126726150513,0.9772023558616638
420,0.17963898181915283,0.9765328764915466
421,0.18785375356674194,0.9745230674743652
422,0.18763230741024017,0.9743496775627136
423,0.18577957153320312,0.9751210808753967
424,0.18577969074249268,0.975317120552063
425,0.2021445631980896,0.9711118340492249
426,0.20354166626930237,0.9710885882377625
427,0.2123500406742096,0.9682627320289612
428,0.20881608128547668,0.9691811800003052
429,0.2168952077627182,0.9672033786773682
430,0.22282885015010834,0.9655064940452576
431,0.21762730181217194,0.9670795798301697
432,0.1906183809041977,0.9742391109466553
433,0.18971142172813416,0.974664032459259
434,0.1830061823129654,0.9765805006027222
435,0.1762305051088333,0.9782587885856628
436,0.1749037206172943,0.9786263704299927
437,0.16458646953105927,0.9808259606361389
438,0.15230153501033783,0.9834809899330139
439,0.14821045100688934,0.9841753840446472
440,0.13798123598098755,0.9859781861305237
441,0.13842123746871948,0.9859331250190735
442,0.12535841763019562,0.9881430268287659
443,0.12052826583385468,0.9886983036994934
444,0.1158982515335083,0.9895086288452148
445,0.10435537248849869,0.9911092519760132
446,0.10478954017162323,0.9910166263580322
447,0.10206397622823715,0.9912973642349243
448,0.10164088010787964,0.9912384152412415
449,0.09919172525405884,0.9916579127311707
450,0.09423401206731796,0.9923310279846191
451,0.09343083202838898,0.992419421672821
452,0.09671952575445175,0.991860568523407
453,0.09878600388765335,0.9914466142654419
454,0.09901975095272064,0.9913920164108276
455,0.10393481701612473,0.9906479716300964
456,0.1111500933766365,0.9893491268157959
457,0.11131592839956284,0.9891465902328491
458,0.10787764191627502,0.9896265268325806
459,0.10747509449720383,0.9896045923233032
460,0.10936220735311508,0.9895083904266357
461,0.11309879273176193,0.9892907738685608
462,0.12153085321187973,0.9879449605941772
463,0.1250152438879013,0.9873537421226501
464,0.11383793503046036,0.989222526550293
465,0.11771555244922638,0.9884452819824219
466,0.11439406126737595,0.9889582395553589
467,0.12114576995372772,0.987913191318512
468,0.12508149445056915,0.9872090816497803
469,0.12779554724693298,0.9867919683456421
470,0.11648522317409515,0.9888039231300354
471,0.11724455654621124,0.9885526895523071
472,0.12700536847114563,0.986801028251648
473,0.13002526760101318,0.9862217307090759
474,0.13280722498893738,0.9856969118118286
475,0.14027607440948486,0.9842379689216614
476,0.1361684948205948,0.9849815368652344
477,0.13695016503334045,0.9846140146255493
478,0.13909146189689636,0.9838972687721252
479,0.13523317873477936,0.9847032427787781
480,0.12365742027759552,0.9867836236953735
481,0.11966480314731598,0.9877055287361145
482,0.10779169946908951,0.9896689057350159
483,0.10665219277143478,0.9899652600288391
484,0.10973144322633743,0.9895943403244019
485,0.10895361006259918,0.9898716807365417
486,0.11959945410490036,0.9882335662841797
487,0.12901927530765533,0.9865064024925232
488,0.13668353855609894,0.9850873947143555
489,0.14953190088272095,0.9822260141372681
490,0.15711058676242828,0.9799333810806274
491,0.1827942430973053,0.974038302898407
492,0.19745226204395294,0.9697497487068176
493,0.20558570325374603,0.9681507349014282
494,0.22199414670467377,0.9629847407341003
495,0.2560442388057709,0.9516560435295105
496,0.24478289484977722,0.954973578453064
497,0.23459425568580627,0.9587361812591553
498,0.2261483371257782,0.9609907269477844
499,0.21825045347213745,0.963079035282135
500,0.1855228692293167,0.972104549407959
501,0.17747826874256134,0.9749168753623962
502,0.17059016227722168,0.9767547249794006
503,0.15533094108104706,0.9807240962982178
504,0.15411671996116638,0.9810584783554077
505,0.15879826247692108,0.9803838133811951
506,0.14400507509708405,0.9834648370742798
507,0.14213892817497253,0.9838496446609497
508,0.1399664431810379,0.9841994047164917
509,0.15976257622241974,0.9801933169364929
510,0.1689257025718689,0.9780659079551697
511,0.17721006274223328,0.976321816444397
512,0.18612538278102875,0.9742494225502014
513,0.19788020849227905,0.972258985042572
514,0.22333349287509918,0.9646937251091003
515,0.2480841428041458,0.955870509147644
516,0.23350559175014496,0.961005449295044
517,0.24266290664672852,0.9578772187232971
518,0.22318580746650696,0.9641671180725098
519,0.21714071929454803,0.9659448266029358
520,0.20082475244998932,0.9712511897087097
521,0.17956045269966125,0.9766354560852051
522,0.17639762163162231,0.9776740074157715
523,0.17521773278713226,0.9775901436805725
524,0.1943587064743042,0.973334014415741
525,0.22037959098815918,0.96563720703125
526,0.23439529538154602,0.9618830680847168
527,0.23265372216701508,0.962035596370697
528,0.22205327451229095,0.9653260111808777
529,0.22467726469039917,0.9644361734390259
530,0.2078862190246582,0.9692867398262024
531,0.2143133282661438,0.9665185809135437
532,0.20447921752929688,0.9684551954269409
533,0.21442022919654846,0.964939534664154
534,0.2178642898797989,0.963195264339447
535,0.21827153861522675,0.9630128145217896
536,0.22181618213653564,0.9618331789970398
537,0.22385357320308685,0.9613689184188843
538,0.22492025792598724,0.9615541696548462
539,0.22694382071495056,0.960885226726532
540,0.20827709138393402,0.9671918749809265
541,0.21412628889083862,0.9651332497596741
542,0.19287613034248352,0.9718673825263977
543,0.18552102148532867,0.9742035865783691
544,0.17802764475345612,0.9764695763587952
545,0.1711963564157486,0.9783862233161926
546,0.16807910799980164,0.9792301058769226
547,0.17911027371883392,0.9768019318580627
548,0.19105476140975952,0.973686933517456
549,0.19526860117912292,0.9725276231765747
550,0.21055187284946442,0.9679553508758545
551,0.183169886469841,0.9754335880279541
552,0.1827988177537918,0.9751141667366028
553,0.1983998566865921,0.9710142016410828
554,0.20284795761108398,0.9697577357292175
555,0.20245955884456635,0.9700934886932373
556,0.20160777866840363,0.9704575538635254
557,0.2057780921459198,0.9695297479629517
558,0.20337216556072235,0.970443069934845
559,0.20489384233951569,0.9698120951652527
560,0.1958562135696411,0.9721339344978333
561,0.20475533604621887,0.9692649245262146
562,0.22174912691116333,0.9633408188819885
563,0.2577895522117615,0.949634313583374
564,0.3041524887084961,0.9293462038040161
565,0.413565069437027,0.8642892241477966
566,0.4953126907348633,0.7992035150527954
567,0.5158976316452026,0.7797462940216064
568,0.5403435230255127,0.7542142868041992
569,0.4811593294143677,0.8109443783760071
570,0.4127083718776703,0.8674511313438416
571,0.41936641931533813,0.8641059994697571
572,0.41490674018859863,0.8594992756843567
573,0.3536742031574249,0.8966913819313049
574,0.34419241547584534,0.9024462699890137
575,0.3145015835762024,0.9208270311355591
576,0.31460824608802795,0.9230837225914001
577,0.2698347866535187,0.9448977708816528
578,0.25000810623168945,0.9529042840003967
579,0.19917066395282745,0.9708054065704346
580,0.16851980984210968,0.9784522652626038
581,0.1547764241695404,0.9816123843193054
582,0.15823422372341156,0.980348527431488
583,0.16521959006786346,0.978636622428894
584,0.18458113074302673,0.9733695983886719
585,0.19771718978881836,0.9693209528923035
586,0.20421800017356873,0.9677191972732544
587,0.19925598800182343,0.9698225259780884
588,0.21149958670139313,0.9646731615066528
589,0.17902545630931854,0.9731099605560303
590,0.1574757695198059,0.9779406785964966
591,0.14184576272964478,0.9826981425285339
592,0.14039170742034912,0.9837555885314941
593,0.12703046202659607,0.9868082404136658
594,0.16190756857395172,0.9800779819488525
595,0.16606487333774567,0.9785917401313782
596,0.22240769863128662,0.9637469053268433
597,0.2405826300382614,0.9599785208702087
598,0.22168879210948944,0.9658944606781006
599,0.2035798728466034,0.9716303944587708
600,0.2031698077917099,0.9721091389656067
601,0.19967511296272278,0.9731090664863586
602,0.2285652458667755,0.9659004807472229
603,0.26534974575042725,0.9530789256095886
604,0.26791897416114807,0.951785683631897
605,0.26240065693855286,0.9528716802597046
606,0.263766348361969,0.9501065015792847
607,0.2395557463169098,0.9597204923629761
608,0.24342510104179382,0.9586648344993591
609,0.2551906108856201,0.9539508819580078
610,0.28053128719329834,0.9453291296958923
611,0.2707439959049225,0.9495840072631836
612,0.2911909520626068,0.9436849355697632
613,0.24784642457962036,0.9600445628166199
614,0.2428768277168274,0.9614294171333313
615,0.25289270281791687,0.958149254322052
616,0.24314242601394653,0.9615270495414734
617,0.22882328927516937,0.9653982520103455
618,0.23669549822807312,0.9630978107452393
619,0.24612531065940857,0.9590796232223511
620,0.24772103130817413,0.9592390656471252
621,0.22846846282482147,0.9642543792724609
622,0.2113296389579773,0.9690407514572144
623,0.1844417005777359,0.9760837554931641
624,0.17394189536571503,0.9788538217544556
625,0.17436406016349792,0.9790265560150146
626,0.17770321667194366,0.9784618616104126
627,0.2006531059741974,0.9727229475975037
628,0.19677558541297913,0.9735106825828552
629,0.19280602037906647,0.9742496609687805
630,0.20494170486927032,0.9707356095314026
631,0.2082223743200302,0.9694384336471558
632,0.19769172370433807,0.9725684523582458
633,0.19476692378520966,0.9736310839653015
634,0.19088082015514374,0.9742088913917542
635,0.186631977558136,0.9751556515693665
636,0.18769876658916473,0.9751786589622498
637,0.17978551983833313,0.9773390889167786
638,0.17543527483940125,0.9783608913421631
639,0.17483529448509216,0.9783362150192261
640,0.17443276941776276,0.9783209562301636
641,0.18502040207386017,0.9761661887168884
642,0.18000589311122894,0.9774004817008972
643,0.18395136296749115,0.9766901135444641
644,0.1866217851638794,0.9758106470108032
645,0.19658882915973663,0.9737156629562378
646,0.19119113683700562,0.975151002407074
647,0.1979760378599167,0.9732635021209717
648,0.1927458792924881,0.9746154546737671
649,0.20080780982971191,0.9727218151092529
650,0.18737316131591797,0.9756010174751282
651,0.17542962729930878,0.9777456521987915
652,0.16987036168575287,0.978431761264801
653,0.1640823632478714,0.9796499013900757
654,0.1616198569536209,0.9799734354019165
655,0.15507526695728302,0.9807730913162231
656,0.15467676520347595,0.9813959002494812
657,0.14729413390159607,0.9830443263053894
658,0.14188063144683838,0.9838634729385376
659,0.13354937732219696,0.9856299757957458
660,0.11278748512268066,0.9890446662902832
661,0.11055418848991394,0.9893096685409546
662,0.10609003901481628,0.9899739027023315
663,0.11068368703126907,0.989330530166626
664,0.11470743268728256,0.9887092709541321
665,0.09982150793075562,0.9911256432533264
666,0.09945806115865707,0.9910695552825928
667,0.10329275578260422,0.9903934597969055
668,0.10155050456523895,0.9902946949005127
669,0.10749201476573944,0.9889981150627136
670,0.1078093871474266,0.9885544180870056
671,0.10817405581474304,0.988512396812439
672,0.11345697194337845,0.9875137209892273
673,0.11761114001274109,0.9868878722190857
674,0.12686000764369965,0.9852994680404663
675,0.138072669506073,0.983247697353363
676,0.14290012419223785,0.9827593564987183
677,0.14818140864372253,0.9818921685218811
678,0.14560924470424652,0.9830270409584045
679,0.1386212408542633,0.9840129613876343
680,0.11305513978004456,0.9889499545097351
681,0.12091777473688126,0.9872876405715942
682,0.11945445835590363,0.9874546527862549
683,0.13111308217048645,0.9852839708328247
684,0.13831065595149994,0.9841687083244324
685,0.14207081496715546,0.9839316010475159
686,0.12712140381336212,0.9864511489868164
687,0.1296347677707672,0.9859247803688049
688,0.1505414843559265,0.981547474861145
689,0.14456698298454285,0.9832044839859009
690,0.14659500122070312,0.9825745224952698
691,0.1398204118013382,0.9841700792312622
692,0.14058621227741241,0.9840481281280518
693,0.13572147488594055,0.9846644997596741
694,0.14509570598602295,0.9821611642837524
695,0.14812953770160675,0.9812559485435486
696,0.1502286195755005,0.9804384708404541
697,0.1382574588060379,0.9830926656723022
698,0.15355795621871948,0.9795401096343994
699,0.160522922873497,0.9772908091545105
